institucion	carrera	area	tipo_institucion_nivel_1	duracion_real	ingreso_agno4	arancel
Universidad Central de Chile	Arquitectura	Arte y Arquitectura	Universidades Privadas	18.8	De $800 mil a $1 millón	3587000
Universidad Central de Chile	Ciencia Política	Ciencias Sociales	Universidades Privadas	11.5	s/i	2621000
Universidad Central de Chile	Derecho	Derecho	Universidades Privadas	18.8	De $1 millón 200 mil a $1 millón 400 mil	2979870
Universidad Central de Chile	Educación General Básica	Educación	Universidades Privadas	9.5	De $400 mil a $600 mil	2113290
Universidad Central de Chile	Educación Parvularia	Educación	Universidades Privadas	9.2	De $400 mil a $600 mil	1979014
Universidad Central de Chile	Ingeniería Civil Industrial	Tecnología	Universidades Privadas	s/i	s/i	2997566
Universidad Central de Chile	Ingeniería Civil en Computación e Informática	Tecnología	Universidades Privadas	19.3	De $1 millón 600 mil a $1 millón 800 mil	3199000
Universidad Central de Chile	Ingeniería Civil en Obras Civiles	Tecnología	Universidades Privadas	s/i	De $1 millón 400 mil a $1 millón 600 mil	3248000
Universidad Central de Chile	Ingeniería Comercial	Ciencias Sociales	Universidades Privadas	11.5	De $1 millón 200 mil a $1 millón 400 mil	3616742
Universidad Central de Chile	Ingeniería de Ejecución en Administración de Negocios	Administración y Comercio	Universidades Privadas	10.4	De $800 mil a $1 millón	2121527
Universidad Central de Chile	Ingeniería en Construcción	Tecnología	Universidades Privadas	s/i	De $1 millón a $1 millón 200 mil	4492507
Universidad Central de Chile	Pedagogía en Educación Diferencial e Integral de Necesidades Educativas Especiales	Educación	Universidades Privadas	9.5	s/i	2160700
Universidad Central de Chile	Pedagogía en Educación Física	Educación	Universidades Privadas	10.8	s/i	2126545
Universidad Central de Chile	Pedagogía en Lengua y Cultura Inglesa	Educación	Universidades Privadas	9.7	s/i	1982000
Universidad Central de Chile	Psicología	Ciencias Sociales	Universidades Privadas	11.5	De $800 mil a $1 millón	2938670
Universidad Central de Chile	Sociología	Ciencias Sociales	Universidades Privadas	10.6	s/i	2371654
Universidad Central de Chile	Trabajo Social	Ciencias Sociales	Universidades Privadas	s/i	s/i	2031697
Universidad Diego Portales	Arquitectura	Arte y Arquitectura	Universidades Privadas	15.7	s/i	3616000
Universidad Diego Portales	Ciencia Política	Ciencias Sociales	Universidades Privadas	10.9	s/i	2160000
Universidad Diego Portales	Contador Auditor-Contador Público	Administración y Comercio	Universidades Privadas	11.5	De $1 millón a $1 millón 200 mil	2764125
Universidad Diego Portales	Derecho	Derecho	Universidades Privadas	17.5	De $1 millón 400 mil a $1 millón 600 mil	3616000
Universidad Diego Portales	Diseño	Arte y Arquitectura	Universidades Privadas	12.7	De $600 mil a $800 mil	2071000
Universidad Diego Portales	Enfermería	Salud	Universidades Privadas	12.4	De $1 millón a $1 millón 200 mil	3428000
Universidad Diego Portales	Historia	Humanidades	Universidades Privadas	11.8	s/i	3616000
Universidad Diego Portales	Ingeniería Civil Industrial	Tecnología	Universidades Privadas	15.2	De $1 millón 400 mil a $1 millón 600 mil	3300000
Universidad Diego Portales	Ingeniería Civil en Informática y Telecomunicaciones	Tecnología	Universidades Privadas	17.0	s/i	3616000
Universidad Diego Portales	Ingeniería Civil en Obras Civiles	Tecnología	Universidades Privadas	15.5	s/i	3616000
Universidad Diego Portales	Ingeniería Comercial	Ciencias Sociales	Universidades Privadas	13.5	De $1 millón 200 mil a $1 millón 400 mil	3106000
Universidad Diego Portales	Ingeniería en Finanzas	Administración y Comercio	Universidades Privadas	11.1	De $1 millón 200 mil a $1 millón 400 mil	3616000
Universidad Diego Portales	Ingeniería en Informática y Gestión	Tecnología	Universidades Privadas	13.9	De $1 millón a $1 millón 200 mil	2076335
Universidad Diego Portales	Medicina	Salud	Universidades Privadas	15.4	s/i	5494000
Universidad Diego Portales	Odontología	Salud	Universidades Privadas	15.4	s/i	5494000
Universidad Diego Portales	Pedagogía en Educación General Básica	Educación	Universidades Privadas	9.6	De $400 mil a $600 mil	2160000
Universidad Diego Portales	Pedagogía en Educación Parvularia	Educación	Universidades Privadas	10.3	s/i	2254000
Universidad Diego Portales	Periodismo	Ciencias Sociales	Universidades Privadas	11.9	De $800 mil a $1 millón	2160000
Universidad Diego Portales	Psicología	Ciencias Sociales	Universidades Privadas	11.5	De $800 mil a $1 millón	3099000
Universidad Diego Portales	Publicidad	Ciencias Sociales	Universidades Privadas	11.4	De $800 mil a $1 millón	3484000
Universidad Diego Portales	Sociología	Ciencias Sociales	Universidades Privadas	13.1	s/i	2066000
Universidad Diego Portales	Tecnología Médica	Salud	Universidades Privadas	15.2	s/i	2066000
Universidad Finis Terrae	Actuación	Arte y Arquitectura	Universidades Privadas	s/i	s/i	3420000
Universidad Finis Terrae	Arquitectura	Arte y Arquitectura	Universidades Privadas	14.8	De $1 millón a $1 millón 200 mil	3880000
Universidad Finis Terrae	Artes Visuales	Arte y Arquitectura	Universidades Privadas	11.0	De $400 mil a $600 mil	3210000
Universidad Finis Terrae	Derecho	Derecho	Universidades Privadas	17.4	De $1 millón 200 mil a $1 millón 400 mil	3185050
Universidad Finis Terrae	Diseño	Arte y Arquitectura	Universidades Privadas	12.7	De $600 mil a $800 mil	3660000
Universidad Finis Terrae	Ingeniería Comercial	Ciencias Sociales	Universidades Privadas	15.1	De $1 millón 400 mil a $1 millón 600 mil	3015610
Universidad Finis Terrae	Kinesiología	Salud	Universidades Privadas	12.9	s/i	3700000
Universidad Finis Terrae	Medicina	Salud	Universidades Privadas	15.3	s/i	5940000
Universidad Finis Terrae	Nutrición y Dietética	Salud	Universidades Privadas	13.1	s/i	3590000
Universidad Finis Terrae	Odontología	Salud	Universidades Privadas	15.2	s/i	5790000
Universidad Finis Terrae	Periodismo	Ciencias Sociales	Universidades Privadas	12.8	De $800 mil a $1 millón	2980000
Universidad Iberoamericana de Ciencias y Tecnología UNICIT	Enfermería	Salud	Universidades Privadas	s/i	s/i	2250000
Universidad Iberoamericana de Ciencias y Tecnología UNICIT	Ingeniería Comercial	Ciencias Sociales	Universidades Privadas	s/i	De $1 millón a $1 millón 200 mil	1648571
Universidad Iberoamericana de Ciencias y Tecnología UNICIT	Kinesiología	Salud	Universidades Privadas	s/i	s/i	2250000
Universidad Iberoamericana de Ciencias y Tecnología UNICIT	Medicina Veterinaria	Agropecuaria	Universidades Privadas	s/i	De $600 mil a $800 mil	2784150
Universidad Internacional SEK	Periodismo	Ciencias Sociales	Universidades Privadas	s/i	s/i	1705109
Universidad Internacional SEK	Psicología	Ciencias Sociales	Universidades Privadas	s/i	De $600 mil a $800 mil	1912681
Universidad La República	Derecho	Derecho	Universidades Privadas	20.1	De $1 millón a $1 millón 200 mil	1608352
Universidad La República	Enfermería	Salud	Universidades Privadas	12.4	De $1 millón a $1 millón 200 mil	1736045
Universidad La República	Pedagogía General Básica	Educación	Universidades Privadas	12.2	s/i	1150000
Universidad La República	Pedagogía en Educación Física	Educación	Universidades Privadas	11.4	s/i	1382020
Universidad Metropolitana de Ciencias de la Educación	Kinesiología	Salud	Universidades CRUCH	13.7	De $800 mil a $1 millón	2255000
Universidad Metropolitana de Ciencias de la Educación	Licenciatura en Educación Matemática y Pedagogía en Matemática mención Ciencias Naturales, o Informática Educativa, o Estadística Educacional, o Educación en Tecnología, o Educación en Astronomía	Educación	Universidades CRUCH	13.8	De $600 mil a $800 mil	1675000
Universidad Metropolitana de Ciencias de la Educación	Licenciatura en Educación con mención en Castellano y Pedagogía en Castellano	Educación	Universidades CRUCH	13.9	De $600 mil a $800 mil	1675000
Universidad Metropolitana de Ciencias de la Educación	Licenciatura en Educación con mención en Historia o Geografía y Pedagogía en Historia, Geografía y Educación Cívica	Educación	Universidades CRUCH	12.3	De $400 mil a $600 mil	1675000
Universidad Metropolitana de Ciencias de la Educación	Licenciatura en Educación y Pedagogía en Educación Básica con mención en Matemática, o en Lenguaje y Comunicación, o en Ciencias Naturales, o en Ciencias Sociales, o en Primer Ciclo (Santiago)	Educación	Universidades CRUCH	12.1	De $400 mil a $600 mil	1675000
Universidad Metropolitana de Ciencias de la Educación	Licenciatura en Educación y Pedagogía en Filosofía	Educación	Universidades CRUCH	13.2	s/i	1675000
Universidad Metropolitana de Ciencias de la Educación	Pedagogía en Alemán, Francés e Inglés	Educación	Universidades CRUCH	13.7	De $400 mil a $600 mil	1675000
Universidad Metropolitana de Ciencias de la Educación	Pedagogía en Artes Visuales y Música	Educación	Universidades CRUCH	13.1	De $400 mil a $600 mil	1675000
Universidad Metropolitana de Ciencias de la Educación	Pedagogía en Educación Diferencial Especialidad	Educación	Universidades CRUCH	12.1	De $400 mil a $600 mil	1675000
Universidad Metropolitana de Ciencias de la Educación	Pedagogía en Educación Física, Deportes y Recreación	Educación	Universidades CRUCH	11.1	De $600 mil a $800 mil	1675000
Universidad Metropolitana de Ciencias de la Educación	Pedagogía en Química, Biología y Física	Educación	Universidades CRUCH	14.2	De $600 mil a $800 mil	1675000
Universidad Nacional Andrés Bello	Arquitectura	Arte y Arquitectura	Universidades Privadas	17.3	De $800 mil a $1 millón	3469953
Universidad Nacional Andrés Bello	Bioquímica	Ciencias Básicas	Universidades Privadas	15.2	s/i	3228583
Universidad Nacional Andrés Bello	Contador Auditor	Administración y Comercio	Universidades Privadas	12.1	De $800 mil a $1 millón	2256646
Universidad Nacional Andrés Bello	Derecho	Derecho	Universidades Privadas	17.4	De $1 millón 200 mil a $1 millón 400 mil	3434564
Universidad Nacional Andrés Bello	Diseño mención en Gráfico, Industria de Interiores, de Iluminación Arquitectónica, de Envases y Embalajes	Arte y Arquitectura	Universidades Privadas	15.0	De $600 mil a $800 mil	3410213
Universidad Nacional Andrés Bello	Ecoturismo e Ingeniería en Turismo y Hoteleria	Administración y Comercio	Universidades Privadas	11.4	s/i	2716189
Universidad Nacional Andrés Bello	Educación Física para la Educación General Básica	Educación	Universidades Privadas	10.8	De $400 mil a $600 mil	2771335
Universidad Nacional Andrés Bello	Educación General Básica	Educación	Universidades Privadas	10.4	De $400 mil a $600 mil	2190934
Universidad Nacional Andrés Bello	Educación Musical para la Educación Preescolar y Básica	Educación	Universidades Privadas	11.7	De $400 mil a $600 mil	2500430
Universidad Nacional Andrés Bello	Educación Parvularia	Educación	Universidades Privadas	11.7	De $400 mil a $600 mil	2278632
Universidad Nacional Andrés Bello	Enfermería	Salud	Universidades Privadas	13.5	De $1 millón a $1 millón 200 mil	3325597
Universidad Nacional Andrés Bello	Fonoaudiología	Salud	Universidades Privadas	14.2	s/i	3619986
Universidad Nacional Andrés Bello	Ingeniería Ambiental	Tecnología	Universidades Privadas	16.3	De $800 mil a $1 millón	3273115
Universidad Nacional Andrés Bello	Ingeniería Civil	Tecnología	Universidades Privadas	s/i	s/i	3574262
Universidad Nacional Andrés Bello	Ingeniería Civil Industrial	Tecnología	Universidades Privadas	16.6	De $1 millón a $1 millón 200 mil	3538326
Universidad Nacional Andrés Bello	Ingeniería Comercial	Ciencias Sociales	Universidades Privadas	12.5	De $1 millón 200 mil a $1 millón 400 mil	3557976
Universidad Nacional Andrés Bello	Ingeniería Industrial	Tecnología	Universidades Privadas	11.5	De $1 millón a $1 millón 200 mil	2398000
Universidad Nacional Andrés Bello	Ingeniería en Acuicultura	Agropecuaria	Universidades Privadas	s/i	De $600 mil a $800 mil	3155829
Universidad Nacional Andrés Bello	Ingeniería en Administración de Empresas	Administración y Comercio	Universidades Privadas	11.6	De $800 mil a $1 millón	2367843
Universidad Nacional Andrés Bello	Ingeniería en Computación e Informática	Tecnología	Universidades Privadas	11.9	De $1 millón a $1 millón 200 mil	2319810
Universidad Nacional Andrés Bello	Ingeniería en Construcción	Tecnología	Universidades Privadas	19.5	De $1 millón a $1 millón 200 mil	3495776
Universidad Nacional Andrés Bello	Ingeniería en Seguridad y Prevención de Riesgos	Tecnología	Universidades Privadas	10.3	s/i	2233459
Universidad Nacional Andrés Bello	Kinesiología	Salud	Universidades Privadas	13.4	De $800 mil a $1 millón	3510651
Universidad Nacional Andrés Bello	Licenciatura en Artes Visuales	Arte y Arquitectura	Universidades Privadas	10.3	s/i	2928533
Universidad Nacional Andrés Bello	Licenciatura en Historia	Humanidades	Universidades Privadas	10.6	De $400 mil a $600 mil	2651776
Universidad Nacional Andrés Bello	Medicina	Salud	Universidades Privadas	15.2	s/i	5604213
Universidad Nacional Andrés Bello	Nutrición y Dietética	Salud	Universidades Privadas	13.6	s/i	3388416
Universidad Nacional Andrés Bello	Odontología	Salud	Universidades Privadas	15.3	De $1 millón 200 mil a $1 millón 400 mil	5521080
Universidad Nacional Andrés Bello	Pedagogía en Inglés	Educación	Universidades Privadas	10.3	s/i	2480805
Universidad Nacional Andrés Bello	Periodismo	Ciencias Sociales	Universidades Privadas	14.4	De $600 mil a $800 mil	3721618
Universidad Nacional Andrés Bello	Programa de Pedagogía en Educación Media para Licenciados	Educación	Universidades Privadas	s/i	s/i	1470161
Universidad Nacional Andrés Bello	Psicología	Ciencias Sociales	Universidades Privadas	14.9	De $600 mil a $800 mil	3608947
Universidad Nacional Andrés Bello	Psicopedagogía	Ciencias Sociales	Universidades Privadas	10.6	De $400 mil a $600 mil	2330654
Universidad Nacional Andrés Bello	Publicidad	Ciencias Sociales	Universidades Privadas	12.1	s/i	3495564
Universidad Nacional Andrés Bello	Química y Farmacia	Salud	Universidades Privadas	17.2	s/i	3555111
Universidad Nacional Andrés Bello	Tecnología Médica	Salud	Universidades Privadas	14.5	De $1 millón a $1 millón 200 mil	3472866
Universidad Nacional Andrés Bello	Terapia Ocupacional	Salud	Universidades Privadas	13.9	s/i	3387131
Universidad Nacional Andrés Bello	Trabajo Social	Ciencias Sociales	Universidades Privadas	10.7	s/i	2445390
Universidad Pedro de Valdivia	Derecho	Derecho	Universidades Privadas	s/i	s/i	1972145
Universidad Pedro de Valdivia	Enfermería	Salud	Universidades Privadas	10.0	s/i	2262757
Universidad Pedro de Valdivia	Ingeniería Comercial	Ciencias Sociales	Universidades Privadas	13.2	s/i	2045740
Universidad Pedro de Valdivia	Pedagogía en Educación Física	Educación	Universidades Privadas	7.9	s/i	1620484
Universidad Pedro de Valdivia	Psicología	Ciencias Sociales	Universidades Privadas	12.7	De $600 mil a $800 mil	1944357
Universidad San Sebastián	Derecho	Derecho	Universidades Privadas	16.8	s/i	3206527
Universidad San Sebastián	Educación Parvularia	Educación	Universidades Privadas	9.9	De $400 mil a $600 mil	2039000
Universidad San Sebastián	Enfermería	Salud	Universidades Privadas	13.0	De $800 mil a $1 millón	3195163
Universidad San Sebastián	Fonoaudiología	Salud	Universidades Privadas	12.2	s/i	3301744
Universidad San Sebastián	Ingeniería Comercial	Ciencias Sociales	Universidades Privadas	12.5	De $1 millón a $1 millón 200 mil	3259558
Universidad San Sebastián	Kinesiología	Salud	Universidades Privadas	13.7	De $800 mil a $1 millón	3630410
Universidad San Sebastián	Medicina	Salud	Universidades Privadas	15.8	De $1 millón 800 mil a $2 millones	5915872
Universidad San Sebastián	Medicina Veterinaria	Agropecuaria	Universidades Privadas	15.6	s/i	3374740
Universidad San Sebastián	Nutrición y Dietética	Salud	Universidades Privadas	13.8	De $600 mil a $800 mil	2930567
Universidad San Sebastián	Odontología	Salud	Universidades Privadas	14.7	De $1 millón 200 mil a $1 millón 400 mil	5478640
Universidad San Sebastián	Pedagogía de Educación Media en Educación Física	Educación	Universidades Privadas	11.4	De $400 mil a $600 mil	2205613
Universidad San Sebastián	Pedagogía de Educación Media en Inglés	Educación	Universidades Privadas	11.8	s/i	2206114
Universidad San Sebastián	Pedagogía en Educación Básica	Educación	Universidades Privadas	8.9	De $400 mil a $600 mil	1811585
Universidad San Sebastián	Pedagogía en Educación Diferencial	Educación	Universidades Privadas	10.8	De $400 mil a $600 mil	1992551
Universidad San Sebastián	Pedagogía en Historia, Geografía y Ciencias Sociales	Educación	Universidades Privadas	11.3	s/i	2242377
Universidad San Sebastián	Psicología	Ciencias Sociales	Universidades Privadas	12.5	De $600 mil a $800 mil	3212200
Universidad San Sebastián	Tecnología Médica	Salud	Universidades Privadas	13.8	De $800 mil a $1 millón	3557697
Universidad San Sebastián	Trabajo Social	Ciencias Sociales	Universidades Privadas	11.9	De $400 mil a $600 mil	2145000
Universidad San Sebastián	Técnico en Enfermería	Salud	Universidades Privadas	6.3	s/i	1203994
Universidad Santo Tomás	Agronomía	Agropecuaria	Universidades Privadas	13.7	s/i	2721846
Universidad Santo Tomás	Contador Auditor	Administración y Comercio	Universidades Privadas	11.7	De $800 mil a $1 millón	1630262
Universidad Santo Tomás	Derecho	Derecho	Universidades Privadas	18.5	s/i	2368208
Universidad Santo Tomás	Diseño Gráfico	Arte y Arquitectura	Universidades Privadas	12.1	De $400 mil a $600 mil	2032073
Universidad Santo Tomás	Educación Básica	Educación	Universidades Privadas	10.4	De $400 mil a $600 mil	1502763
Universidad Santo Tomás	Educación Diferencial	Educación	Universidades Privadas	10.8	s/i	1549621
Universidad Santo Tomás	Educación Parvularia	Educación	Universidades Privadas	10.3	De $400 mil a $600 mil	1497293
Universidad Santo Tomás	Enfermería	Salud	Universidades Privadas	13.1	s/i	2470670
Universidad Santo Tomás	Ingeniería Comercial	Ciencias Sociales	Universidades Privadas	15.3	De $800 mil a $1 millón	2217576
Universidad Santo Tomás	Kinesiología	Salud	Universidades Privadas	13.3	s/i	2529146
Universidad Santo Tomás	Medicina Veterinaria	Agropecuaria	Universidades Privadas	15.5	De $600 mil a $800 mil	2755232
Universidad Santo Tomás	Pedagogía en Educación Física	Educación	Universidades Privadas	11.0	s/i	1889080
Universidad Santo Tomás	Pedagogía en Inglés	Educación	Universidades Privadas	11.2	s/i	1860117
Universidad Santo Tomás	Periodismo	Ciencias Sociales	Universidades Privadas	s/i	De $400 mil a $600 mil	2288644
Universidad Santo Tomás	Psicología	Ciencias Sociales	Universidades Privadas	12.2	De $600 mil a $800 mil	2325083
Universidad Santo Tomás	Relaciones Públicas	Ciencias Sociales	Universidades Privadas	10.2	De $400 mil a $600 mil	1766852
Universidad Santo Tomás	Trabajo Social	Ciencias Sociales	Universidades Privadas	10.8	De $400 mil a $600 mil	1635475
Universidad Tecnológica Metropolitana	Arquitectura	Arte y Arquitectura	Universidades CRUCH	17.7	De $800 mil a $1 millón	2389846
Universidad Tecnológica Metropolitana	Bibliotecología y Documentación	Humanidades	Universidades CRUCH	13.3	De $600 mil a $800 mil	2049453
Universidad Tecnológica Metropolitana	Construcción Civil	Tecnología	Universidades CRUCH	13.3	s/i	2172373
Universidad Tecnológica Metropolitana	Contador Público Auditor	Administración y Comercio	Universidades CRUCH	15.1	De $1 millón a $1 millón 200 mil	2172373
Universidad Tecnológica Metropolitana	Dibujante Proyectista	Arte y Arquitectura	Universidades CRUCH	s/i	De $400 mil a $600 mil	1659418
Universidad Tecnológica Metropolitana	Diseño Industrial	Tecnología	Universidades CRUCH	s/i	De $600 mil a $800 mil	2389846
Universidad Tecnológica Metropolitana	Diseño en Comunicación Visual	Arte y Arquitectura	Universidades CRUCH	17.7	s/i	2327204
Universidad Tecnológica Metropolitana	Ingeniería Civil Industrial Mención	Tecnología	Universidades CRUCH	15.5	De $1 millón 200 mil a $1 millón 400 mil	2327204
Universidad Tecnológica Metropolitana	Ingeniería Civil en Computación mención Informática	Tecnología	Universidades CRUCH	s/i	s/i	2327204
Universidad Tecnológica Metropolitana	Ingeniería Civil en Obras Civiles	Tecnología	Universidades CRUCH	s/i	s/i	2327204
Universidad Tecnológica Metropolitana	Ingeniería Comercial	Ciencias Sociales	Universidades CRUCH	14.5	De $1 millón a $1 millón 200 mil	2327204
Universidad Tecnológica Metropolitana	Ingeniería Ejecución Industrial	Tecnología	Universidades CRUCH	13.4	De $1 millón 200 mil a $1 millón 400 mil	2292221
Universidad Tecnológica Metropolitana	Ingeniería Ejecución Informática	Tecnología	Universidades CRUCH	15.6	De $1 millón 200 mil a $1 millón 400 mil	2327204
Universidad Tecnológica Metropolitana	Ingeniería Ejecución en Electrónica	Tecnología	Universidades CRUCH	18.8	De $1 millón 200 mil a $1 millón 400 mil	2316039
Universidad Tecnológica Metropolitana	Ingeniería en Administración Agroindustrial	Tecnología	Universidades CRUCH	15.8	De $600 mil a $800 mil	2172373
Universidad Tecnológica Metropolitana	Ingeniería en Comercio Internacional	Administración y Comercio	Universidades CRUCH	18.8	De $800 mil a $1 millón	2166931
Universidad Tecnológica Metropolitana	Ingeniería en Construcción	Tecnología	Universidades CRUCH	13.5	De $800 mil a $1 millón	2172373
Universidad Tecnológica Metropolitana	Ingeniería en Geomensura y Cartografía	Tecnología	Universidades CRUCH	18.4	De $800 mil a $1 millón	2144162
Universidad Tecnológica Metropolitana	Ingeniería en Gestión Turística	Administración y Comercio	Universidades CRUCH	14.4	De $400 mil a $600 mil	2172373
Universidad Tecnológica Metropolitana	Ingeniería en Industria Alimentaria	Tecnología	Universidades CRUCH	18.1	De $600 mil a $800 mil	2172373
Universidad Tecnológica Metropolitana	Ingeniería en Mecánica	Tecnología	Universidades CRUCH	18.7	De $1 millón a $1 millón 200 mil	2172373
Universidad Tecnológica Metropolitana	Ingeniería en Prevención de Riesgos y Medio Ambiente	Tecnología	Universidades CRUCH	13.7	De $800 mil a $1 millón	2172373
Universidad Tecnológica Metropolitana	Ingeniería en Química	Tecnología	Universidades CRUCH	17.4	De $800 mil a $1 millón	2172373
Universidad Tecnológica Metropolitana	Ingeniería en Transporte y Tránsito	Tecnología	Universidades CRUCH	17.3	De $800 mil a $1 millón	2172373
Universidad Tecnológica Metropolitana	Química Industrial	Tecnología	Universidades CRUCH	16.4	De $600 mil a $800 mil	2327204
Universidad Tecnológica Metropolitana	Trabajo Social	Ciencias Sociales	Universidades CRUCH	12.8	De $600 mil a $800 mil	2049453
Universidad Tecnológica de Chile INACAP	Ingeniería Civil en Informática	Tecnología	Universidades Privadas	s/i	De $1 millón a $1 millón 200 mil	1739755
Universidad Tecnológica de Chile INACAP	Ingeniería Civil en Sonido y Acústica	Tecnología	Universidades Privadas	s/i	s/i	2836000
Universidad Tecnológica de Chile INACAP	Ingeniería Electrónica	Tecnología	Universidades Privadas	10.1	s/i	1370529
Universidad Tecnológica de Chile INACAP	Ingeniería en Administración de Empresas Mención	Administración y Comercio	Universidades Privadas	9.6	De $600 mil a $800 mil	1368579
Universidad Tecnológica de Chile INACAP	Ingeniería en Automatización y Control Industrial	Tecnología	Universidades Privadas	9.9	s/i	1370234
Universidad Tecnológica de Chile INACAP	Ingeniería en Electricidad mención Potencia	Tecnología	Universidades Privadas	10.3	s/i	1430722
Universidad Tecnológica de Chile INACAP	Ingeniería en Informática	Tecnología	Universidades Privadas	9.8	De $800 mil a $1 millón	1394704
Universidad Tecnológica de Chile INACAP	Ingeniería en Sonido	Tecnología	Universidades Privadas	16.4	s/i	2836000
Universidad Tecnológica de Chile INACAP	Pedagogía en Artes Musicales	Educación	Universidades Privadas	11.5	s/i	2360000
Universidad Tecnológica de Chile INACAP	Tecnología en Sonido	Tecnología	Universidades Privadas	7.7	De $400 mil a $600 mil	2062000
Universidad Tecnológica de Chile INACAP	Trabajo Social	Ciencias Sociales	Universidades Privadas	10.0	De $400 mil a $600 mil	1360452
Universidad Tecnológica de Chile INACAP	Traducción Inglés-Español Mención Negocios Internacionales	Humanidades	Universidades Privadas	s/i	De $400 mil a $600 mil	1352463
Universidad Técnica Federico Santa María	Arquitectura	Arte y Arquitectura	Universidades CRUCH	s/i	De $800 mil a $1 millón	3100000
Universidad Técnica Federico Santa María	Construcción Civil	Tecnología	Universidades CRUCH	19.7	De $1 millón a $1 millón 200 mil	2850000
Universidad Técnica Federico Santa María	Ingeniería Civil	Tecnología	Universidades CRUCH	20.8	De $1 millón 800 mil a $2 millones	3400000
Universidad Técnica Federico Santa María	Ingeniería Civil Electrónica	Tecnología	Universidades CRUCH	17.6	De $1 millón 400 mil a $1 millón 600 mil	3400000
Universidad Técnica Federico Santa María	Ingeniería Civil Industrial	Tecnología	Universidades CRUCH	14.9	De $1 millón 600 mil a $1 millón 800 mil	3356360
Universidad Técnica Federico Santa María	Ingeniería Civil Mecánica	Tecnología	Universidades CRUCH	16.6	De $1 millón 600 mil a $1 millón 800 mil	3400000
Universidad Técnica Federico Santa María	Ingeniería Civil Química	Tecnología	Universidades CRUCH	17.6	s/i	3400000
Universidad Técnica Federico Santa María	Ingeniería Civil en Informática	Tecnología	Universidades CRUCH	15.9	De $1 millón 200 mil a $1 millón 400 mil	3400000
Universidad Técnica Federico Santa María	Ingeniería Comercial	Ciencias Sociales	Universidades CRUCH	15.8	De $1 millón 400 mil a $1 millón 600 mil	3390207
Universidad Técnica Federico Santa María	Ingeniería de Ejecución Mecánica de Procesos y Mantenimiento Industrial	Tecnología	Universidades CRUCH	15.3	De $1 millón 200 mil a $1 millón 400 mil	2388893
Universidad Técnica Federico Santa María	Ingeniería de Ejecución en Prevención de Riesgos	Tecnología	Universidades CRUCH	11.2	De $800 mil a $1 millón	2192489
Universidad Técnica Federico Santa María	Técnico Universitario en Construcción	Tecnología	Universidades CRUCH	8.2	De $400 mil a $600 mil	1550000
Universidad Técnica Federico Santa María	Técnico Universitario en Control Medio Ambiente	Tecnología	Universidades CRUCH	13.3	s/i	1550000
Universidad Técnica Federico Santa María	Técnico Universitario en Control de Alimentos	Tecnología	Universidades CRUCH	10.6	De $400 mil a $600 mil	1550000
Universidad Técnica Federico Santa María	Técnico Universitario en Electricidad	Tecnología	Universidades CRUCH	9.3	De $800 mil a $1 millón	1550000
Universidad Técnica Federico Santa María	Técnico Universitario en Electrónica	Tecnología	Universidades CRUCH	10.3	De $600 mil a $800 mil	1550000
Universidad Técnica Federico Santa María	Técnico Universitario en Informática	Tecnología	Universidades CRUCH	11.9	De $800 mil a $1 millón	1550000
Universidad Técnica Federico Santa María	Técnico Universitario en Mecánica Automotriz	Tecnología	Universidades CRUCH	9.5	De $600 mil a $800 mil	1550000
Universidad Técnica Federico Santa María	Técnico Universitario en Mecánica Industrial	Tecnología	Universidades CRUCH	9.2	De $600 mil a $800 mil	1550000
Universidad Técnica Federico Santa María	Técnico Universitario en Prevención de Riesgos	Tecnología	Universidades CRUCH	8.6	De $600 mil a $800 mil	1550000
Universidad Técnica Federico Santa María	Técnico Universitario en Proyecto de Ingeniería	Tecnología	Universidades CRUCH	10.8	De $600 mil a $800 mil	1550000
Universidad Técnica Federico Santa María	Técnico Universitario en Proyecto y Diseño Mecánico	Tecnología	Universidades CRUCH	10.2	s/i	1550000
Universidad Técnica Federico Santa María	Técnico Universitario en Química	Tecnología	Universidades CRUCH	9.9	De $400 mil a $600 mil	1550000
Universidad UCINF	Análisis de Sistemas	Tecnología	Universidades Privadas	7.2	De $600 mil a $800 mil	1014000
Universidad UCINF	Derecho	Derecho	Universidades Privadas	10.6	s/i	1853000
Universidad UCINF	Ingeniería Comercial	Ciencias Sociales	Universidades Privadas	s/i	s/i	1583000
Universidad UCINF	Ingeniería de Ejecución en Informática	Tecnología	Universidades Privadas	9.7	De $1 millón a $1 millón 200 mil	1428258
Universidad UCINF	Pedagogía en Educación Básica	Educación	Universidades Privadas	9.9	De $400 mil a $600 mil	1311000
Universidad UCINF	Pedagogía en Educación Diferencial	Educación	Universidades Privadas	9.9	De $400 mil a $600 mil	1394000
Universidad UCINF	Pedagogía en Educación Física	Educación	Universidades Privadas	10.2	s/i	1737000
Universidad UCINF	Pedagogía en Educación Parvularia	Educación	Universidades Privadas	9.6	De $400 mil a $600 mil	1237000
Universidad UCINF	Preparador Físico	Educación	Universidades Privadas	5.8	s/i	1024000
Universidad UCINF	Psicología	Ciencias Sociales	Universidades Privadas	10.4	De $600 mil a $800 mil	1871000
Universidad UCINF	Psicopedagogía	Ciencias Sociales	Universidades Privadas	9.0	s/i	1101000
Universidad UCINF	Trabajo Social	Ciencias Sociales	Universidades Privadas	9.2	s/i	1181000
