institucion	carrera	area	acreditacion_institucion	tipo_institucion	tipo_institucion_nivel_0	tipo_institucion_nivel_1	tipo_institucion_nivel_2	porcentaje_subvencionados	desercion_agno1	duracion_real	empleabilidad_agno1	ingreso_agno4	arancel
IP AIEP	Técnico en Odontología	Salud	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.99	0.279	6.0	0.577	Menor a $400 mil	1238011
IP AIEP	Técnico en Sonido	Tecnología	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.946	0.444	6.9	0.418	De $400 mil a $600 mil	1298579
IP AIEP	Técnico en Trabajo Social	Ciencias Sociales	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.99	0.263	6.2	0.65	Menor a $400 mil	997805
IP Agrario Adolfo Matthei	Ingeniería de Ejecución en Agronomía	Agropecuaria	No	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.928	0.2	s/i	0.855	s/i	1166000
IP CIISA	Construcción y Administración de Redes Analógicas y Digitales	Tecnología	No	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.981	0.523	8.2	0.936	s/i	1158229
IP CIISA	Ingeniería de Ejecución en Computación e Informática	Tecnología	No	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.973	0.424	10.8	0.982	s/i	1221304
IP CIISA	Ingeniería de Ejecución en Telemática	Tecnología	No	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.991	0.513	s/i	0.957	s/i	1316239
IP Carlos Casanueva	Orientación en Relaciones Humanas y Familia	Ciencias Sociales	2 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.952	0.333	s/i	0.531	s/i	1220400
IP Carlos Casanueva	Técnico en Bibliotecología y Centros de Información	Humanidades	2 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.922	0.369	6.0	0.917	s/i	683744
IP Carlos Casanueva	Técnico en Educación Parvularia con mención Montessori	Educación	2 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.957	0.533	7.3	0.571	s/i	714000
IP Chileno Británico de Cultura	Pedagogía en Inglés	Educación	No	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.976	0.364	17.5	0.856	s/i	1758000
IP Diego Portales	Contador Auditor	Administración y Comercio	No	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	1.0	0.577	10.5	0.746	De $400 mil a $600 mil	665637
IP Diego Portales	Educación Parvularia	Educación	No	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.996	0.524	9.5	0.568	Menor a $400 mil	766176
IP Diego Portales	Ingeniería en Administración de Empresas	Administración y Comercio	No	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.984	0.667	10.1	0.764	De $400 mil a $600 mil	664727
IP Diego Portales	Ingeniería en Computación e Informática	Tecnología	No	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.958	0.669	10.9	0.788	De $400 mil a $600 mil	734981
IP Diego Portales	Ingeniería en Prevención de Riesgos	Tecnología	No	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.994	0.506	10.5	0.884	De $600 mil a $800 mil	677055
IP Diego Portales	Servicio Social	Ciencias Sociales	No	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	1.0	0.5	10.1	0.62	De $400 mil a $600 mil	748216
IP Diego Portales	Topografía	Tecnología	No	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	1.0	0.516	8.0	0.849	s/i	650000
IP Diego Portales	Técnico en Prevención de Riesgos	Tecnología	No	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	s/i	s/i	7.2	0.752	De $400 mil a $600 mil	785273
IP Dr. Virginio Gómez G.	Auditoría	Administración y Comercio	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.988	0.17	9.1	0.919	De $600 mil a $800 mil	1254366
IP Dr. Virginio Gómez G.	Ingeniería de Ejecución Electrónica	Tecnología	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.957	0.389	10.2	0.853	De $800 mil a $1 millón	1456000
IP Dr. Virginio Gómez G.	Ingeniería de Ejecución Mecánica	Tecnología	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.947	0.323	s/i	0.833	De $600 mil a $800 mil	1366988
IP Dr. Virginio Gómez G.	Ingeniería de Ejecución en Administración	Administración y Comercio	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.979	0.396	9.7	0.855	De $400 mil a $600 mil	1234052
IP Dr. Virginio Gómez G.	Ingeniería de Ejecución en Computación e Informática	Tecnología	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.966	0.342	11.3	0.814	De $600 mil a $800 mil	1310680
IP Dr. Virginio Gómez G.	Ingeniería de Ejecución en Prevención de Riesgos	Tecnología	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.989	0.216	9.1	0.814	De $600 mil a $800 mil	1272957
IP Dr. Virginio Gómez G.	Ingeniería en Construcción	Tecnología	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.972	0.352	10.6	0.777	De $600 mil a $800 mil	1327083
IP Dr. Virginio Gómez G.	Relaciones Públicas	Ciencias Sociales	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	1.0	0.038	9.3	0.591	s/i	1222000
IP Dr. Virginio Gómez G.	Técnico Higienista Dental	Salud	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.974	0.338	5.1	0.44	s/i	1250000
IP Dr. Virginio Gómez G.	Técnico Laboratorista Clinico y Banco de Sangre	Salud	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.989	0.27	6.2	0.304	s/i	1178550
IP Dr. Virginio Gómez G.	Técnico Laboratorista Dental	Salud	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.972	0.386	6.7	0.365	s/i	1100000
IP Dr. Virginio Gómez G.	Técnico Operador de Plantas Industriales	Tecnología	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	1.0	0.375	5.4	0.829	De $400 mil a $600 mil	1105421
IP Dr. Virginio Gómez G.	Técnico en Administración	Administración y Comercio	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.98	0.304	5.5	0.735	s/i	1078788
IP Dr. Virginio Gómez G.	Técnico en Computación e Informática	Tecnología	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.968	0.382	6.6	0.675	s/i	1113696
IP Dr. Virginio Gómez G.	Técnico en Construcción	Tecnología	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.984	0.401	5.4	0.663	s/i	1053687
IP Dr. Virginio Gómez G.	Técnico en Diseño Gráfico	Arte y Arquitectura	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.958	0.44	5.2	0.241	s/i	950000
IP Dr. Virginio Gómez G.	Técnico en Educación Diferencial	Educación	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.994	0.222	6.3	0.157	s/i	1134545
IP Dr. Virginio Gómez G.	Técnico en Electromecánica	Tecnología	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.977	0.509	6.0	0.861	s/i	1124394
IP Dr. Virginio Gómez G.	Técnico en Enfermería	Salud	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.994	0.256	6.2	0.629	s/i	1202018
IP Dr. Virginio Gómez G.	Técnico en Instrumentación y Control	Tecnología	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	1.0	0.379	5.8	0.806	De $600 mil a $800 mil	1127083
IP Dr. Virginio Gómez G.	Técnico en Prevención de Riesgos	Tecnología	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.99	0.344	s/i	0.447	s/i	1118822
IP Dr. Virginio Gómez G.	Técnico en Redes de Computadores	Tecnología	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	1.0	0.297	s/i	0.658	s/i	1092000
IP Duoc UC	Actuación	Arte y Arquitectura	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.807	0.338	11.2	0.333	De $400 mil a $600 mil	2251990
IP Duoc UC	Administración Financiera	Administración y Comercio	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.968	0.235	6.9	0.829	De $400 mil a $600 mil	1156750
IP Duoc UC	Administración de Empresas mención Marketing	Administración y Comercio	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.925	0.219	6.7	0.708	De $400 mil a $600 mil	1150255
IP Duoc UC	Administración de Recursos Humanos	Administración y Comercio	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.99	0.221	7.0	0.855	De $400 mil a $600 mil	1165103
IP Duoc UC	Administración de Redes Computacionales	Tecnología	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.982	0.31	8.2	0.825	De $400 mil a $600 mil	1253028
IP Duoc UC	Administración de Ventas	Administración y Comercio	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.898	0.333	6.9	0.879	s/i	1183069
IP Duoc UC	Analista Programador Computacional	Tecnología	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.981	0.311	7.9	0.827	De $600 mil a $800 mil	1263644
IP Duoc UC	Auditoría	Administración y Comercio	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.984	0.196	11.0	0.925	De $600 mil a $800 mil	1557020
IP Duoc UC	Comercio Exterior	Administración y Comercio	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.957	0.281	7.6	0.792	s/i	1168200
IP Duoc UC	Comunicación Audiovisual	Arte y Arquitectura	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.81	0.223	11.0	0.605	De $400 mil a $600 mil	2254663
IP Duoc UC	Contabilidad General mención Legislación Tributaria	Administración y Comercio	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.994	0.229	7.4	0.863	De $400 mil a $600 mil	1151770
IP Duoc UC	Dibujo Arquitectónico y Estructural	Arte y Arquitectura	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.962	0.384	7.8	0.766	De $400 mil a $600 mil	1207012
IP Duoc UC	Diseño Gráfico	Arte y Arquitectura	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.875	0.246	11.5	0.607	De $400 mil a $600 mil	1782410
IP Duoc UC	Diseño Industrial	Tecnología	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.815	0.265	13.4	0.725	De $400 mil a $600 mil	1744576
IP Duoc UC	Diseño de Ambientes	Arte y Arquitectura	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.824	0.434	11.7	0.582	De $400 mil a $600 mil	1707583
IP Duoc UC	Diseño de Vestuario	Arte y Arquitectura	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.724	0.206	11.1	0.549	De $400 mil a $600 mil	1802303
IP Duoc UC	Ecoturismo	Administración y Comercio	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.807	0.192	10.0	0.622	De $400 mil a $600 mil	1994152
IP Duoc UC	Gastronomía	Administración y Comercio	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.931	0.298	8.5	0.338	s/i	1315246
IP Duoc UC	Gastronomía Internacional	Administración y Comercio	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.909	0.283	10.3	0.548	s/i	2165518
IP Duoc UC	Ingeniería Agrícola	Agropecuaria	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.928	0.303	11.0	0.646	De $400 mil a $600 mil	1769939
IP Duoc UC	Ingeniería en Acuicultura	Agropecuaria	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.903	0.158	11.3	0.563	De $400 mil a $600 mil	1620000
IP Duoc UC	Ingeniería en Administración	Administración y Comercio	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.922	0.219	10.2	0.841	De $600 mil a $800 mil	1712502
IP Duoc UC	Ingeniería en Administración de Recursos Humanos	Administración y Comercio	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.965	0.141	s/i	0.932	s/i	1740587
IP Duoc UC	Ingeniería en Automatización de Procesos Industriales	Tecnología	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.971	0.208	s/i	0.947	s/i	1796694
IP Duoc UC	Ingeniería en Comercio Exterior	Administración y Comercio	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.906	0.235	11.1	0.824	De $600 mil a $800 mil	1740983
IP Duoc UC	Ingeniería en Conectividad y Redes	Tecnología	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.946	0.209	11.1	0.962	De $800 mil a $1 millón	1791762
IP Duoc UC	Ingeniería en Construcción	Tecnología	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.957	0.251	10.4	0.881	De $800 mil a $1 millón	1720735
IP Duoc UC	Ingeniería en Electricidad y Electrónica	Tecnología	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.977	0.274	11.9	0.946	s/i	1727763
IP Duoc UC	Ingeniería en Gestión Logística	Administración y Comercio	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.968	0.21	s/i	0.892	s/i	1690299
IP Duoc UC	Ingeniería en Informática	Tecnología	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.941	0.293	11.7	0.91	De $1 millón a $1 millón 200 mil	1749246
IP Duoc UC	Ingeniería en Marketing	Administración y Comercio	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.908	0.246	8.8	0.754	s/i	1762008
IP Duoc UC	Ingeniería en Mecánica Automotriz y Autotrónica	Tecnología	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.896	0.233	11.5	0.847	De $800 mil a $1 millón	1718147
IP Duoc UC	Ingeniería en Medio Ambiente	Tecnología	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.904	0.267	11.8	0.556	De $600 mil a $800 mil	1880000
IP Duoc UC	Ingeniería en Prevención de Riesgos	Tecnología	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.959	0.2	10.1	0.876	De $600 mil a $800 mil	1613371
IP Duoc UC	Preparador Físico	Educación	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.961	0.34	8.3	0.435	s/i	1264901
IP Duoc UC	Publicidad	Ciencias Sociales	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.824	0.275	10.4	0.599	De $400 mil a $600 mil	1940250
IP Duoc UC	Publicidad	Ciencias Sociales	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.985	0.15	7.0	0.447	Menor a $400 mil	1350000
IP Duoc UC	Relaciones Públicas mención Marketing	Ciencias Sociales	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.842	0.224	10.5	0.71	De $400 mil a $600 mil	1869480
IP Duoc UC	Tecnología en Sonido	Tecnología	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.853	0.33	7.8	0.381	s/i	1435556
IP Duoc UC	Turismo Técnico Mención, Administración Hotelera y Turismo de Aventura	Administración y Comercio	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.924	0.287	7.8	0.424	De $400 mil a $600 mil	1126060
IP Duoc UC	Técnico Agrícola	Agropecuaria	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.906	0.152	9.2	0.541	De $400 mil a $600 mil	1207630
IP Duoc UC	Técnico Audiovisual	Arte y Arquitectura	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.878	0.313	7.7	0.511	De $400 mil a $600 mil	1626810
IP Duoc UC	Técnico Jurídico	Derecho	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.97	0.26	7.1	0.475	s/i	1115224
IP Duoc UC	Técnico Topógrafo	Tecnología	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.993	0.3	7.6	0.923	De $600 mil a $800 mil	1210000
IP Duoc UC	Técnico Veterinario	Agropecuaria	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.951	0.16	7.4	0.385	s/i	1242061
IP Duoc UC	Técnico de Enfermería	Salud	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.983	0.206	6.7	0.786	Menor a $400 mil	1244056
IP Duoc UC	Técnico de Laboratorio Clínico y Banco de Sangre	Salud	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.975	0.231	6.8	0.72	Menor a $400 mil	1246378
IP Duoc UC	Técnico de Radiodiagnóstico y Radioterapia	Salud	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.986	0.207	6.9	0.683	Menor a $400 mil	1235383
IP Duoc UC	Técnico en Construcción	Tecnología	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.975	0.314	7.7	0.754	De $400 mil a $600 mil	1204697
IP Duoc UC	Técnico en Diseño Gráfico	Arte y Arquitectura	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.887	0.412	7.2	0.594	s/i	1380000
IP Duoc UC	Técnico en Electricidad y Electrónica	Tecnología	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.985	0.338	7.4	0.888	De $400 mil a $600 mil	1214920
IP Duoc UC	Técnico en Mecánica Automotriz y Autotrónica	Tecnología	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.967	0.315	7.6	0.735	De $400 mil a $600 mil	1216177
IP Duoc UC	Técnico en Odontología	Salud	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.99	0.233	6.9	0.543	s/i	1270572
IP Duoc UC	Técnico en Prevención de Riesgos.Pev	Tecnología	7 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.969	0.31	6.6	0.835	s/i	1207444
IP EATRI Instituto Profesional	Interpretación de Enlace Inglés-Castellano	Humanidades	No	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.9	0.539	6.2	0.631	s/i	802200
IP EATRI Instituto Profesional	Traductor e Intérprete	Humanidades	No	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.752	0.344	10.6	0.67	De $400 mil a $600 mil	1723573
IP ESUCOMEX	Administración de Empresas con mención en RR.HH., Finanzas o Ventas	Administración y Comercio	2 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.966	0.599	7.6	0.894	s/i	847544
IP ESUCOMEX	Comercio Exterior	Administración y Comercio	2 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.953	0.608	7.4	0.851	s/i	841674
IP ESUCOMEX	Contabilidad General	Administración y Comercio	2 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.983	0.544	7.1	0.907	s/i	827575
IP ESUCOMEX	Contador Auditor	Administración y Comercio	2 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	1.0	0.565	11.0	0.976	De $600 mil a $800 mil	923063
IP ESUCOMEX	Decoración de Interiores	Arte y Arquitectura	2 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.962	0.533	7.5	0.491	s/i	862500
IP ESUCOMEX	Ingeniería de Ejecución en Administración de Empresas	Administración y Comercio	2 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	1.0	0.7	9.6	0.833	s/i	895862
IP ESUCOMEX	Ingeniería de Ejecución en Comercio Internacional	Administración y Comercio	2 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.92	0.714	10.6	0.912	De $600 mil a $800 mil	960000
IP ESUCOMEX	Secretariado Ejecutivo Bilingüe	Administración y Comercio	2 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.978	0.623	7.2	0.545	s/i	690989
IP ESUCOMEX	Soporte en Redes Computacionales	Tecnología	2 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	1.0	0.783	9.3	0.8	s/i	878250
IP ESUCOMEX	Técnico Jurídico	Derecho	2 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.982	0.815	8.1	0.532	s/i	743596
IP Escuela Moderna de Música	Intérprete Instrumental y Especialista en Arreglos Instrumentales	Arte y Arquitectura	3 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.622	0.625	12.3	0.488	s/i	2731228
IP Escuela de Contadores Auditores de Santiago	Contador Auditor	Administración y Comercio	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.991	0.456	14.8	0.981	De $800 mil a $1 millón	1395747
IP Hogar Catequístico	Pedagogía en Educación Religiosa	Educación	No	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.913	0.385	s/i	0.95	s/i	1076750
IP Hogar Catequístico	Pedagogía en Educación Religiosa para Educación Básica	Educación	No	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	1.0	0.36	12.2	0.908	s/i	979232
IP INACAP	Administración Gastronómica Internacional	Administración y Comercio	6 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.797	0.282	10.7	0.636	De $400 mil a $600 mil	1869612
IP INACAP	Administración de Empresas Turísticas y Administración Hoteles y Restaurantes	Administración y Comercio	6 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.767	0.387	10.8	0.565	De $400 mil a $600 mil	1695108
IP INACAP	Construcción Civil	Tecnología	6 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.981	0.27	11.1	0.852	De $800 mil a $1 millón	1375243
IP INACAP	Contador Auditor	Administración y Comercio	6 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.99	s/i	10.9	0.864	De $600 mil a $800 mil	1338268
IP INACAP	Diseño Gráfico Profesional	Arte y Arquitectura	6 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.932	0.32	11.3	0.57	De $400 mil a $600 mil	1495386
IP INACAP	Diseño de Vestuario	Arte y Arquitectura	6 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.705	0.296	11.0	0.602	De $400 mil a $600 mil	1720245
IP INACAP	Ingeniería Agrícola mención Ganadería	Agropecuaria	6 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.889	0.3	11.0	0.709	De $400 mil a $600 mil	1481851
IP INACAP	Ingeniería Mecánica en Mantenimiento y Producción Industrial	Tecnología	6 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.963	0.342	10.3	0.933	s/i	1412087
IP INACAP	Ingeniería en Administración Industrial	Tecnología	6 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.963	0.279	9.9	0.889	De $600 mil a $800 mil	1363338
IP INACAP	Ingeniería en Construcción	Tecnología	6 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	1.0	s/i	12.3	0.849	De $800 mil a $1 millón	1401786
IP INACAP	Ingeniería en Geomensura	Tecnología	6 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.995	0.297	s/i	0.84	De $800 mil a $1 millón	1278176
IP INACAP	Ingeniería en Maquinaria y Vehículos Automotrices	Tecnología	6 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.955	0.31	11.8	0.835	De $600 mil a $800 mil	1411236
IP INACAP	Ingeniería en Minas	Tecnología	6 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.97	0.306	11.3	0.916	De $1 millón 200 mil a $1 millón 400 mil	1335165
